Date,"Total Enabled Membership","Enabled Full Members","Enabled Guests","Daily active members","Daily members posting messages","Weekly active members","Weekly members posting messages","Messages in public channels","Messages in private channels","Messages in shared channels","Messages in DMs","Percent of messages, public channels","Percent of messages, private channels","Percent of messages, DMs","Percent of views, public channels","Percent of views, private channels","Percent of views, DMs","Total Full Members","Total Guests","Total Claimed Full Members","Total Claimed Guests","Total Members","Total Claimed Members","Files uploaded","Messages posted by members",Name,"Public channels, single-workspace","Messages posted","Messages posted by apps"
2020-09-22,427,426,1,47,10,78,29,3,6,0,65,0.0405,0.0811,0.8784,0.5321,0.0833,0.3846,439,1,426,1,440,427,5,74,0,19,83,1
2020-09-23,427,426,1,51,12,77,29,6,29,0,201,0.0254,0.1229,0.8517,0.3388,0.084,0.5772,439,1,426,1,440,427,1,236,0,19,239,0
2020-09-24,427,426,1,54,15,79,29,13,0,0,167,0.0722,0,0.9278,0.5282,0,0.4718,439,1,426,1,440,427,3,180,0,19,189,5
2020-09-25,427,426,1,48,13,80,27,10,0,0,107,0.0855,0,0.9145,0.5975,0,0.4025,439,1,426,1,440,427,2,117,0,19,125,2
2020-09-26,427,426,1,4,0,80,27,0,0,0,0,0,0,0,1,0,0,439,1,426,1,440,427,0,0,0,19,0,0
2020-09-27,427,426,1,0,0,79,26,0,0,0,0,0,0,0,0,0,0,439,1,426,1,440,427,0,0,0,19,0,0
2020-09-28,427,426,1,38,12,80,25,31,0,0,61,0.337,0,0.663,0.6927,0,0.3073,439,1,426,1,440,427,5,92,0,19,98,1
2020-09-29,427,426,1,38,15,78,26,2,6,0,144,0.0132,0.0395,0.9474,0.2857,0.0645,0.6498,439,1,426,1,440,427,12,152,0,19,170,5
2020-09-30,427,426,1,44,16,77,24,4,7,0,389,0.01,0.0175,0.9725,0.214,0.027,0.759,439,1,426,1,440,427,14,400,0,19,417,2
2020-10-01,427,426,1,39,16,77,28,15,1,0,395,0.0365,0.0024,0.9611,0.218,0.0038,0.7782,439,1,426,1,440,427,36,411,0,19,427,2
2020-10-02,427,426,1,24,12,71,29,1,0,0,410,0.0024,0,0.9976,0.0716,0.0022,0.9262,439,1,426,1,440,427,8,411,0,19,427,1
2020-10-03,427,426,1,9,3,70,29,0,0,0,50,0,0,1,0.0882,0,0.9118,439,1,426,1,440,427,17,50,0,19,56,0
2020-10-04,427,426,1,4,2,71,29,0,0,0,40,0,0,1,0.0741,0,0.9259,439,1,426,1,440,427,1,40,0,19,41,0
2020-10-05,427,426,1,44,7,70,27,0,0,0,112,0,0,1,0.2629,0,0.7371,439,1,426,1,440,427,14,112,0,19,122,1
2020-10-06,427,426,1,20,11,70,27,0,0,0,78,0,0,1,0.1429,0,0.8571,439,1,426,1,440,427,2,78,0,19,85,1
2020-10-07,427,426,1,44,8,71,24,2,0,0,56,0.0345,0,0.9655,0.6,0,0.4,439,1,426,1,440,427,1,58,0,19,62,3
2020-10-08,427,426,1,26,13,67,19,0,0,0,226,0,0,1,0.1405,0.0229,0.8366,439,1,426,1,440,427,8,226,0,19,242,5
2020-10-09,428,427,1,22,8,68,18,0,0,0,84,0,0,1,0.1951,0.0122,0.7927,440,1,427,1,441,428,6,84,0,19,90,0
2020-10-10,428,427,1,8,3,68,18,0,0,0,9,0,0,1,0.2143,0,0.7857,440,1,427,1,441,428,1,9,0,19,10,0
2020-10-11,428,427,1,5,2,68,18,0,0,0,59,0,0,1,0.0769,0,0.9231,440,1,427,1,441,428,2,59,0,19,62,1
2020-10-12,428,427,1,42,4,67,18,0,0,0,78,0,0,1,0.4628,0,0.5372,440,1,427,1,441,428,2,78,0,19,88,5
2020-10-13,428,427,1,43,7,73,19,2,0,0,101,0.0194,0,0.9806,0.5084,0.0112,0.4804,440,1,427,1,441,428,0,103,0,19,108,3
2020-10-14,429,428,1,43,15,73,22,6,4,0,111,0.0496,0.0331,0.9174,0.4573,0.0603,0.4824,441,1,428,1,442,429,4,121,0,20,134,4
2020-10-15,429,428,1,42,15,74,24,11,1,0,155,0.0659,0.006,0.9281,0.4757,0.0313,0.4931,441,1,428,1,442,429,6,167,0,20,182,8
2020-10-16,431,430,1,42,16,71,27,48,0,0,57,0.4571,0,0.5429,0.8438,0.0069,0.1493,443,1,430,1,444,431,1,105,0,20,113,6
2020-10-17,431,430,1,11,2,69,27,1,0,0,1,0.5,0,0.5,0.8889,0.037,0.0741,443,1,430,1,444,431,0,2,0,20,3,1
2020-10-18,431,430,1,4,0,69,27,0,0,0,0,0,0,0,1,0,0,443,1,430,1,444,431,0,0,0,20,0,0
2020-10-19,431,430,1,49,8,75,29,23,0,0,24,0.4894,0,0.5106,0.8564,0.005,0.1386,443,1,430,1,444,431,0,47,0,20,60,8
2020-10-20,431,430,1,38,7,72,28,21,8,0,12,0.5122,0.1951,0.2927,0.9346,0.0327,0.0327,443,1,430,1,444,431,0,41,0,20,49,6
2020-10-21,431,430,1,43,12,73,28,13,8,0,62,0.1566,0.0964,0.747,0.6887,0.0692,0.2421,443,1,430,1,444,431,3,83,0,20,96,8
2020-10-22,432,431,1,43,10,69,27,11,1,0,98,0.1,0.0091,0.8909,0.5367,0.0275,0.4358,444,1,431,1,445,432,0,110,0,20,112,1
2020-10-23,433,432,1,44,12,72,26,6,0,0,52,0.1034,0,0.8966,0.6392,0,0.3608,445,1,432,1,446,433,1,58,0,20,67,6
2020-10-24,433,432,1,17,5,72,25,1,0,0,6,0.1429,0,0.8571,0.7742,0,0.2258,445,1,432,1,446,433,0,7,0,20,7,0
2020-10-25,433,432,1,3,0,74,25,0,0,0,0,0,0,0,1,0,0,445,1,432,1,446,433,0,0,0,20,0,0
2020-10-26,434,433,1,45,13,71,28,17,0,0,73,0.1889,0,0.8111,0.6914,0.0041,0.3045,447,1,433,1,448,434,0,90,0,20,92,1
2020-10-27,434,433,1,51,13,75,30,6,0,0,153,0.0377,0,0.9623,0.5031,0,0.4969,447,1,433,1,448,434,1,159,0,20,177,15
2020-10-28,434,433,1,50,16,76,33,16,0,0,79,0.1684,0,0.8316,0.7289,0,0.2711,447,1,433,1,448,434,4,95,0,20,98,0
2020-10-29,434,433,1,46,13,78,34,7,15,0,92,0.0614,0.1316,0.807,0.4367,0.1572,0.4061,447,1,433,1,448,434,1,114,0,21,125,1
2020-10-30,435,434,1,48,19,78,38,4,28,0,282,0.0127,0.0892,0.8981,0.225,0.0944,0.6806,448,1,434,1,449,435,2,314,0,21,320,4
2020-10-31,435,434,1,9,2,79,36,0,0,0,25,0,0,1,0.3485,0,0.6515,448,1,434,1,449,435,2,25,0,21,26,0
2020-11-01,435,434,1,7,2,80,36,0,0,0,8,0,0,1,0.5714,0,0.4286,448,1,434,1,449,435,0,8,0,21,8,0
2020-11-02,435,434,1,39,10,79,34,10,1,1,110,0.0826,0.0083,0.9091,0.4643,0.0446,0.4911,448,1,434,1,449,435,0,121,0,21,127,2
2020-11-03,438,437,1,41,13,75,33,34,1,0,312,0.098,0.0029,0.8991,0.3825,0.002,0.6155,452,1,437,1,453,438,4,347,0,21,356,1
2020-11-04,438,437,1,47,7,73,28,2,0,0,18,0.1,0,0.9,0.8776,0.0306,0.0918,452,1,437,1,453,438,4,20,0,21,24,0
2020-11-05,438,437,1,39,8,72,27,5,8,8,203,0.0231,0.037,0.9398,0.256,0.0819,0.6621,452,1,437,1,453,438,3,216,0,21,220,2
2020-11-06,439,438,1,46,11,69,22,7,20,1,31,0.1207,0.3448,0.5345,0.584,0.184,0.232,452,1,438,1,453,439,1,58,0,21,64,1
2020-11-07,439,438,1,14,7,68,22,17,33,1,11,0.2787,0.541,0.1803,0.6667,0.1404,0.193,452,1,438,1,453,439,1,61,0,21,62,0
2020-11-08,440,439,1,13,2,67,22,3,0,0,0,1,0,0,0.875,0.125,0,453,1,439,1,454,440,0,3,0,21,3,0
2020-11-09,440,439,1,45,15,72,27,11,6,6,56,0.1507,0.0822,0.7671,0.6526,0.0845,0.2629,453,1,439,1,454,440,2,73,0,21,79,3
2020-11-10,440,439,1,56,14,84,26,25,0,0,54,0.3165,0,0.6835,0.7769,0.0165,0.2066,453,1,439,1,454,440,2,79,0,21,81,0
2020-11-11,440,439,1,30,12,83,27,25,0,0,25,0.5,0,0.5,0.812,0.0085,0.1795,453,1,439,1,454,440,2,50,0,21,54,1
2020-11-12,441,440,1,47,19,87,31,23,23,0,114,0.1438,0.1438,0.7125,0.6028,0.1127,0.2845,454,1,440,1,455,441,0,160,0,21,166,2
2020-11-13,441,440,1,20,11,82,29,0,0,0,72,0,0,1,0.2182,0.0182,0.7636,454,1,440,1,455,441,10,72,0,21,85,0
2020-11-14,441,440,1,3,0,81,28,0,0,0,0,0,0,0,0.3125,0.0625,0.625,454,1,440,1,455,441,24,0,0,21,22,0
2020-11-15,441,440,1,3,1,80,28,0,0,0,1,0,0,1,0.8,0,0.2,454,1,440,1,455,441,0,1,0,21,1,0
2020-11-16,441,440,1,46,14,81,32,26,0,0,138,0.1585,0,0.8415,0.5419,0,0.4581,454,1,440,1,455,441,5,164,0,21,171,2
2020-11-17,441,440,1,39,13,76,34,5,0,0,113,0.0424,0,0.9576,0.4359,0.0103,0.5538,454,1,440,1,455,441,5,118,0,21,135,10
2020-11-18,442,441,1,49,19,74,34,20,1,0,239,0.0769,0.0038,0.9192,0.4621,0.0045,0.5335,455,1,441,1,456,442,5,260,0,21,265,0
2020-11-19,443,442,1,51,18,72,30,28,42,0,166,0.1186,0.178,0.7034,0.5011,0.1042,0.3947,456,1,442,1,457,443,4,236,0,21,240,2
2020-11-20,443,442,1,32,9,74,30,1,0,0,70,0.0141,0,0.9859,0.4317,0.0072,0.5612,456,1,442,1,457,443,1,71,0,21,73,0
2020-11-21,443,442,1,6,5,73,30,0,0,0,258,0,0,1,0.0092,0,0.9908,456,1,442,1,457,443,2,258,0,21,260,0
2020-11-22,443,442,1,5,2,74,30,0,0,0,37,0,0,1,0.1111,0,0.8889,456,1,442,1,457,443,0,37,0,21,37,0
2020-11-23,443,442,1,45,11,74,29,0,24,1,186,0,0.1143,0.8857,0.2421,0.0561,0.7018,456,1,442,1,457,443,6,210,0,21,222,3
2020-11-24,443,442,1,29,9,75,28,3,7,1,73,0.0361,0.0843,0.8795,0.2389,0.1239,0.6372,456,1,442,1,457,443,1,83,0,21,86,0
2020-11-25,443,442,1,21,9,77,23,1,5,0,46,0.0192,0.0962,0.8846,0.2424,0.1414,0.6162,456,1,442,1,457,443,2,52,0,21,57,3
2020-11-26,443,442,1,5,4,71,17,3,0,0,13,0.1875,0,0.8125,0.125,0.0625,0.8125,456,1,442,1,457,443,0,16,0,21,16,0
2020-11-27,443,442,1,3,0,69,16,0,0,0,0,0,0,0,0.2,0.6,0.2,456,1,442,1,457,443,0,0,0,21,0,0
2020-11-28,443,442,1,1,0,68,14,0,0,0,0,0,0,0,1,0,0,456,1,442,1,457,443,0,0,0,21,0,0
2020-11-29,443,442,1,4,0,67,14,0,0,0,0,0,0,0,0.6,0.4,0,456,1,442,1,457,443,0,0,0,21,0,0
2020-11-30,443,442,1,45,12,64,16,5,3,0,181,0.0265,0.0159,0.9577,0.3399,0.0425,0.6176,456,1,442,1,457,443,3,189,0,21,195,1
2020-12-01,443,442,1,40,9,64,17,0,0,0,164,0,0,1,0.2524,0.0143,0.7333,456,1,442,1,457,443,5,164,0,21,179,0
2020-12-02,443,442,1,44,12,65,21,3,4,0,122,0.0233,0.031,0.9457,0.2766,0.0479,0.6755,456,1,442,1,457,443,4,129,0,21,134,0
2020-12-03,443,442,1,41,18,68,27,14,0,0,412,0.0329,0,0.9671,0.233,0.0073,0.7596,456,1,442,1,457,443,18,426,0,21,447,2
2020-12-04,443,442,1,40,12,68,28,1,0,0,188,0.0053,0,0.9947,0.3185,0,0.6815,456,1,442,1,457,443,4,189,0,21,199,6
2020-12-05,443,442,1,8,3,68,28,1,0,0,3,0.25,0,0.75,0.9048,0,0.0952,456,1,442,1,457,443,0,4,0,21,4,0
2020-12-06,443,442,1,9,5,67,28,0,0,0,21,0,0,1,0.2917,0,0.7083,456,1,442,1,457,443,2,21,0,21,23,0
2020-12-07,443,442,1,51,19,67,29,9,0,0,118,0.0709,0,0.9291,0.4865,0.0193,0.4942,457,1,442,1,458,443,4,127,0,21,137,3
2020-12-08,443,442,1,28,13,67,29,2,0,0,128,0.0154,0,0.9846,0.2034,0.0113,0.7853,457,1,442,1,458,443,3,130,0,21,136,2
2020-12-09,443,442,1,48,14,67,28,4,0,0,453,0.0088,0,0.9912,0.2143,0,0.7857,457,1,442,1,458,443,9,457,0,21,472,4
2020-12-10,443,442,1,42,16,67,28,26,0,0,262,0.0903,0,0.9097,0.25,0,0.75,457,1,442,1,458,443,5,288,0,21,293,0
2020-12-11,443,442,1,30,10,72,26,0,0,0,405,0,0,1,0.1277,0,0.8723,457,1,442,1,458,443,8,405,0,21,413,0
2020-12-12,443,442,1,4,2,73,26,0,0,0,17,0,0,1,0.2632,0,0.7368,457,1,442,1,458,443,0,17,0,21,17,0
2020-12-13,443,442,1,5,5,73,26,0,0,0,55,0,0,1,0,0,1,457,1,442,1,458,443,0,55,0,21,55,0
2020-12-14,443,442,1,43,7,72,21,1,0,0,127,0.0078,0,0.9922,0.4554,0,0.5446,457,1,442,1,458,443,5,128,0,21,135,1
2020-12-15,444,443,1,39,9,72,22,3,0,0,130,0.0226,0,0.9774,0.4048,0,0.5952,458,1,443,1,459,444,5,133,0,21,137,1
2020-12-16,446,445,1,45,13,74,22,7,0,0,172,0.0391,0,0.9609,0.4536,0,0.5464,460,1,445,1,461,446,1,179,0,21,187,4
2020-12-17,446,445,1,32,13,77,23,2,0,0,117,0.0168,0,0.9832,0.2994,0.0113,0.6893,460,1,445,1,461,446,8,119,0,21,136,5
2020-12-18,449,448,1,30,12,75,22,4,0,0,198,0.0198,0,0.9802,0.2214,0.0036,0.775,463,1,448,1,464,449,6,202,0,22,213,0
2020-12-19,449,448,1,9,4,73,22,0,0,0,75,0,0,1,0.1081,0,0.8919,463,1,448,1,464,449,2,75,0,22,77,0
2020-12-20,449,448,1,4,3,73,21,0,0,0,17,0,0,1,0.2,0.0667,0.7333,463,1,448,1,464,449,0,17,0,22,17,0
2020-12-21,449,448,1,38,6,72,21,3,0,0,40,0.0698,0,0.9302,0.6048,0,0.3952,463,1,448,1,464,449,3,43,0,22,50,3
2020-12-22,449,448,1,9,6,71,20,1,0,0,35,0.0278,0,0.9722,0.1429,0,0.8571,463,1,448,1,464,449,10,36,0,22,46,0
2020-12-23,449,448,1,20,4,59,18,1,0,0,10,0.0909,0,0.9091,0.4878,0,0.5122,463,1,448,1,464,449,15,11,0,22,22,0
2020-12-24,449,448,1,8,4,50,16,2,0,0,37,0.0513,0,0.9487,0.3,0,0.7,463,1,448,1,464,449,0,39,0,22,39,0
2020-12-25,449,448,1,3,3,45,12,0,0,0,3,0,0,1,0,0,1,463,1,448,1,464,449,0,3,0,22,3,0
2020-12-26,449,448,1,2,2,44,13,2,0,0,2,0.5,0,0.5,0.6667,0,0.3333,463,1,448,1,464,449,0,4,0,22,4,0
2020-12-27,449,448,1,7,2,46,13,2,0,0,1,0.6667,0,0.3333,0.9231,0,0.0769,463,1,448,1,464,449,2,3,0,22,4,0
2020-12-28,449,448,1,26,4,44,13,3,2,2,27,0.0938,0.0625,0.8438,0.6071,0.0536,0.3393,463,1,448,1,464,449,2,32,0,22,34,1
2020-12-29,449,448,1,16,4,47,12,0,0,0,58,0,0,1,0.2353,0.0118,0.7529,463,1,448,1,464,449,2,58,0,22,60,0
2020-12-30,449,448,1,18,2,46,11,2,0,0,0,1,0,0,0.9583,0,0.0417,463,1,448,1,464,449,2,2,0,22,3,0
2020-12-31,449,448,1,12,5,46,11,4,0,0,5,0.4444,0,0.5556,0.7059,0,0.2941,463,1,448,1,464,449,0,9,0,22,14,4
2021-01-01,449,448,1,2,0,47,10,0,0,0,0,0,0,0,1,0,0,463,1,448,1,464,449,0,0,0,22,0,0
2021-01-02,449,448,1,3,3,48,11,0,0,0,7,0,0,1,0.5,0,0.5,463,1,448,1,464,449,0,7,0,22,7,0
2021-01-03,449,448,1,4,1,47,10,0,0,0,2,0,0,1,0.5,0,0.5,463,1,448,1,464,449,0,2,0,22,2,0
2021-01-04,449,448,1,35,9,50,11,2,0,0,57,0.0339,0,0.9661,0.5,0.0076,0.4924,463,1,448,1,464,449,1,59,0,22,64,5
2021-01-05,450,449,1,39,11,55,13,17,0,0,60,0.2208,0,0.7792,0.5849,0,0.4151,464,1,449,1,465,450,1,77,0,22,81,1
2021-01-06,450,449,1,47,15,61,19,15,0,0,48,0.2381,0,0.7619,0.7913,0,0.2087,464,1,449,1,465,450,2,63,0,22,66,0
2021-01-07,450,449,1,35,10,67,22,8,0,0,84,0.087,0,0.913,0.4686,0,0.5314,464,1,449,1,465,450,1,92,0,22,95,1
2021-01-08,450,449,1,23,10,71,24,12,0,0,58,0.1714,0,0.8286,0.4095,0,0.5905,464,1,449,1,465,450,1,70,0,22,71,0
2021-01-09,450,449,1,8,6,70,25,0,0,0,13,0,0,1,0.3636,0,0.6364,464,1,449,1,465,450,0,13,0,22,13,0
2021-01-10,450,449,1,3,1,69,25,0,0,0,4,0,0,1,0.5,0,0.5,464,1,449,1,465,450,0,4,0,22,4,0
2021-01-11,450,449,1,46,15,72,26,13,0,0,82,0.1368,0,0.8632,0.6332,0.005,0.3618,464,1,449,1,465,450,3,95,0,22,99,1
2021-01-12,450,449,1,22,10,71,27,8,0,0,61,0.1159,0,0.8841,0.3871,0.0108,0.6022,464,1,449,1,465,450,0,69,0,22,70,1
2021-01-13,451,450,1,43,17,69,25,10,0,0,128,0.0725,0,0.9275,0.5175,0,0.4825,465,1,450,1,466,451,2,138,0,22,140,0
2021-01-14,451,450,1,30,12,67,24,20,0,0,104,0.1613,0,0.8387,0.3354,0.0063,0.6582,465,1,450,1,466,451,0,124,0,22,128,0
2021-01-15,451,450,1,18,14,66,26,6,0,0,170,0.0341,0,0.9659,0.0942,0,0.9058,465,1,450,1,466,451,3,176,0,22,178,0
2021-01-16,451,450,1,10,5,66,25,0,0,0,171,0,0,1,0.0586,0,0.9414,465,1,450,1,466,451,1,171,0,22,172,0
2021-01-18,451,450,1,19,5,62,23,4,0,0,55,0.0678,0,0.9322,0.2771,0.012,0.7108,465,1,450,1,466,451,0,59,0,22,61,1
2021-01-19,452,451,1,40,10,68,23,2,4,0,121,0.0157,0.0315,0.9528,0.3408,0.0391,0.6201,466,1,451,1,467,452,2,127,0,22,129,0
2021-01-20,452,451,1,50,14,72,23,6,0,0,149,0.0387,0,0.9613,0.4943,0.0077,0.4981,466,1,451,1,467,452,0,155,0,22,159,2
2021-01-21,452,451,1,35,11,73,26,15,0,0,136,0.0993,0,0.9007,0.4846,0.0176,0.4978,466,1,451,1,467,452,2,151,0,22,153,0
2021-01-22,452,451,1,43,16,72,26,23,0,0,112,0.1704,0,0.8296,0.6513,0.0033,0.3454,466,1,451,1,467,452,6,135,0,22,140,1
2021-01-23,452,451,1,10,2,70,25,0,0,0,19,0,0,1,0.4483,0,0.5517,466,1,451,1,467,452,0,19,0,22,19,0
2021-01-24,452,451,1,6,0,70,25,0,0,0,0,0,0,0,1,0,0,466,1,451,1,467,452,0,0,0,22,0,0
2021-01-25,452,451,1,42,8,68,25,1,0,0,119,0.0083,0,0.9917,0.3834,0,0.6166,466,1,451,1,467,452,3,120,0,22,123,1
2021-01-26,453,452,1,18,8,69,26,3,0,0,78,0.037,0,0.963,0.2929,0,0.7071,467,1,452,1,468,453,1,81,0,22,83,0
2021-01-27,454,453,1,40,7,66,25,2,0,0,69,0.0282,0,0.9718,0.4821,0,0.5179,468,1,453,1,469,454,2,71,0,22,73,0
2021-01-28,454,453,1,37,12,65,26,11,0,0,140,0.0728,0,0.9272,0.4358,0.0183,0.5459,468,1,453,1,469,454,2,151,0,22,157,3
2021-01-29,454,453,1,35,16,65,25,14,0,0,112,0.1111,0,0.8889,0.4076,0,0.5924,468,1,453,1,469,454,3,126,0,22,129,0
2021-01-30,454,453,1,20,7,66,25,6,0,0,41,0.1277,0,0.8723,0.44,0,0.56,468,1,453,1,469,454,1,47,0,22,48,0
2021-01-31,454,453,1,9,5,66,25,2,0,0,38,0.05,0,0.95,0.1579,0,0.8421,468,1,453,1,469,454,2,40,0,22,42,0
2021-02-01,454,453,1,41,14,68,28,16,0,0,59,0.2133,0,0.7867,0.6554,0,0.3446,468,1,453,1,469,454,0,75,0,22,77,1
2021-02-02,454,453,1,38,12,68,27,16,0,0,77,0.172,0,0.828,0.4663,0.0061,0.5276,468,1,453,1,469,454,2,93,0,22,95,0
2021-02-03,454,453,1,46,12,69,28,20,0,0,11,0.6452,0,0.3548,0.9442,0.0051,0.0508,468,1,453,1,469,454,0,31,0,22,42,11
2021-02-04,454,453,1,19,12,68,27,1,0,0,256,0.0039,0,0.9961,0.0899,0.0036,0.9065,468,1,453,1,469,454,2,257,0,22,259,0
2021-02-05,455,454,1,10,10,67,25,5,0,0,158,0.0307,0,0.9693,0.0588,0,0.9412,469,1,454,1,470,455,0,163,0,22,163,0
2021-02-06,456,455,1,3,2,66,25,0,0,0,58,0,0,1,0.0192,0,0.9808,470,1,455,1,471,456,0,58,0,22,58,0
2021-02-07,456,455,1,5,2,66,24,0,0,0,66,0,0,1,0.0508,0,0.9492,470,1,455,1,471,456,0,66,0,22,66,0
2021-02-08,456,455,1,34,7,65,24,2,0,0,13,0.1333,0,0.8667,0.9067,0,0.0933,470,1,455,1,471,456,0,15,0,22,19,1
2021-02-09,456,455,1,31,12,64,26,18,0,0,163,0.0994,0,0.9006,0.2458,0,0.7542,470,1,455,1,471,456,2,181,0,22,183,0
2021-02-10,456,455,1,44,15,60,28,2,0,0,78,0.025,0,0.975,0.6316,0,0.3684,470,1,455,1,471,456,0,80,0,22,83,1
2021-02-11,456,455,1,43,12,62,28,13,0,0,44,0.2281,0,0.7719,0.7219,0,0.2781,470,1,455,1,471,456,4,57,0,22,61,0
2021-02-12,456,455,1,40,14,62,27,25,0,0,37,0.4032,0,0.5968,0.7426,0,0.2574,470,1,455,1,471,456,2,62,0,22,65,1
2021-02-13,456,455,1,10,1,64,27,4,0,0,0,1,0,0,0.9286,0,0.0714,470,1,455,1,471,456,0,4,0,22,4,0
2021-02-14,456,455,1,9,2,60,25,1,0,0,1,0.5,0,0.5,0.9231,0,0.0769,470,1,455,1,471,456,0,2,0,22,2,0
2021-02-15,456,455,1,23,6,60,25,4,0,0,2,0.6667,0,0.3333,0.875,0,0.125,470,1,455,1,471,456,0,6,0,22,9,3
2021-02-16,457,456,1,35,12,60,25,9,0,0,124,0.0677,0,0.9323,0.4139,0,0.5861,471,1,456,1,472,457,2,133,0,22,139,3
2021-02-17,457,456,1,44,16,63,26,31,0,0,73,0.2981,0,0.7019,0.601,0,0.399,471,1,456,1,472,457,2,104,0,22,108,0
2021-02-18,458,457,1,24,11,63,27,35,0,0,82,0.2991,0,0.7009,0.3577,0,0.6423,472,1,457,1,473,458,10,117,0,22,126,0
2021-02-19,458,457,1,20,11,64,26,3,0,0,109,0.0268,0,0.9732,0.1801,0,0.8199,472,1,457,1,473,458,18,112,0,22,127,1
2021-02-20,458,457,1,7,1,62,26,0,0,0,1,0,0,1,0.5455,0,0.4545,472,1,457,1,473,458,9,1,0,22,5,1
2021-02-21,458,457,1,0,0,62,25,0,0,0,0,0,0,0,0,0,0,472,1,457,1,473,458,0,0,0,22,1,0
2021-02-22,458,457,1,43,12,67,26,44,2,0,84,0.3385,0.0154,0.6462,0.6286,0.0214,0.35,472,1,457,1,473,458,6,130,0,22,145,12
2021-02-23,458,457,1,41,12,71,27,8,0,0,76,0.0952,0,0.9048,0.5867,0,0.4133,472,1,457,1,473,458,2,84,0,22,92,5
2021-02-24,458,457,1,41,9,68,24,2,0,0,94,0.0208,0,0.9792,0.5319,0.0053,0.4628,472,1,457,1,473,458,1,96,0,22,98,1
2021-02-25,458,457,1,40,13,68,25,3,0,0,292,0.0102,0,0.9898,0.1847,0,0.8153,472,1,457,1,473,458,9,295,0,22,302,2
2021-02-26,458,457,1,31,10,68,23,2,0,0,145,0.0136,0,0.9864,0.1801,0,0.8199,472,1,457,1,473,458,5,147,0,22,156,0
2021-02-27,458,457,1,6,3,68,23,0,0,0,9,0,0,1,0.5,0,0.5,472,1,457,1,473,458,0,9,0,22,9,0
2021-02-28,458,457,1,4,2,69,23,0,0,0,11,0,0,1,0.2941,0,0.7059,472,1,457,1,473,458,0,11,0,22,11,0
2021-03-01,458,457,1,39,9,64,20,4,0,0,128,0.0303,0,0.9697,0.5095,0.0048,0.4857,472,1,457,1,473,458,1,132,0,22,138,5
2021-03-02,458,457,1,43,8,64,21,3,0,0,62,0.0462,0,0.9538,0.6051,0,0.3949,472,1,457,1,473,458,0,65,0,22,71,6
2021-03-03,458,457,1,33,9,60,19,2,0,0,82,0.0238,0,0.9762,0.3388,0,0.6612,472,1,457,1,473,458,2,84,0,22,87,0
2021-03-04,458,457,1,30,11,55,21,15,0,0,37,0.2885,0,0.7115,0.6105,0,0.3895,472,1,457,1,473,458,1,52,0,22,55,2
2021-03-05,458,457,1,39,11,55,22,9,0,0,90,0.0909,0,0.9091,0.54,0,0.46,472,1,457,1,473,458,0,99,0,22,100,1
2021-03-06,458,457,1,6,2,55,22,0,0,0,4,0,0,1,0.8571,0,0.1429,472,1,457,1,473,458,0,4,0,22,4,0
2021-03-07,459,458,1,6,2,57,22,0,0,0,74,0,0,1,0.125,0,0.875,473,1,458,1,474,459,5,74,0,22,79,0
2021-03-08,459,458,1,42,6,65,21,6,0,0,27,0.1818,0,0.8182,0.8239,0.0057,0.1705,473,1,458,1,474,459,3,33,0,22,40,4
2021-03-09,459,458,1,37,9,60,21,4,0,0,189,0.0207,0,0.9793,0.3208,0,0.6792,473,1,458,1,474,459,6,193,0,22,214,15
2021-03-10,459,458,1,44,9,66,22,4,0,0,42,0.087,0,0.913,0.7015,0,0.2985,473,1,458,1,474,459,8,46,0,22,57,3
2021-03-11,459,458,1,20,5,67,20,0,0,0,31,0,0,1,0.4925,0,0.5075,473,1,458,1,474,459,8,31,0,22,40,3
2021-03-12,459,458,1,38,9,68,21,8,0,0,126,0.0597,0,0.9403,0.4645,0,0.5355,473,1,458,1,474,459,0,134,0,22,138,4
2021-03-13,459,458,1,8,1,68,21,0,0,0,1,0,0,1,0.75,0,0.25,473,1,458,1,474,459,0,1,0,22,3,2
2021-03-14,459,458,1,4,0,66,21,0,0,0,0,0,0,0,1,0,0,473,1,458,1,474,459,0,0,0,22,0,0
2021-03-15,459,458,1,38,9,63,21,6,0,0,106,0.0536,0,0.9464,0.5396,0,0.4604,473,1,458,1,474,459,2,112,0,22,121,6
2021-03-16,459,458,1,45,20,65,26,28,0,0,124,0.1842,0,0.8158,0.5788,0,0.4212,473,1,458,1,474,459,2,152,0,22,157,1
2021-03-17,459,458,1,44,14,64,26,9,0,0,187,0.0459,0,0.9541,0.392,0,0.608,473,1,458,1,474,459,10,196,0,22,208,4
2021-03-18,460,459,1,42,9,68,28,12,0,0,15,0.4444,0,0.5556,0.8973,0.0068,0.0959,474,1,459,1,475,460,3,27,0,22,30,0
2021-03-19,460,459,1,31,11,68,29,2,0,0,160,0.0123,0,0.9877,0.2958,0,0.7042,474,1,459,1,475,460,2,162,0,22,167,1
2021-03-20,460,459,1,26,6,69,30,1,0,0,16,0.0588,0,0.9412,0.6875,0,0.3125,474,1,459,1,475,460,0,17,0,22,17,0
2021-03-21,460,459,1,1,1,68,31,1,0,0,0,1,0,0,1,0,0,474,1,459,1,475,460,0,1,0,22,1,0
2021-03-22,460,459,1,35,8,69,31,6,0,0,55,0.0984,0,0.9016,0.6549,0,0.3451,474,1,459,1,475,460,2,61,0,22,66,2
