Date,"Total Enabled Membership","Enabled Full Members","Enabled Guests","Daily active members","Daily members posting messages","Weekly active members","Weekly members posting messages","Messages in public channels","Messages in private channels","Messages in shared channels","Messages in DMs","Percent of messages, public channels","Percent of messages, private channels","Percent of messages, DMs","Percent of views, public channels","Percent of views, private channels","Percent of views, DMs","Total Full Members","Total Guests","Total Claimed Full Members","Total Claimed Guests","Total Members","Total Claimed Members","Files uploaded","Messages posted by members",Name,"Public channels, single-workspace","Messages posted","Messages posted by apps"
2019-06-03,0,0,0,38,11,68,27,2,5,0,68,0.0267,0.0667,0.9067,0.5183,0.0664,0.4153,204,0,204,0,204,204,0,75,0,14,79,4
2019-06-04,0,0,0,42,13,72,27,1,44,0,116,0.0062,0.2733,0.7205,0.1744,0.2923,0.5333,204,0,204,0,204,204,0,161,0,14,167,1
2019-06-05,0,0,0,42,17,72,30,8,2,0,113,0.065,0.0163,0.9187,0.369,0.0394,0.5915,205,0,205,0,205,205,0,123,0,14,125,0
2019-06-06,0,0,0,32,15,65,28,1,0,0,138,0.0072,0,0.9928,0.1546,0.0284,0.817,205,0,205,0,205,205,1,139,0,14,143,0
2019-06-07,0,0,0,35,7,66,24,3,3,0,27,0.0909,0.0909,0.8182,0.5674,0.0638,0.3688,205,0,205,0,205,205,0,33,0,14,33,0
2019-06-08,0,0,0,7,1,66,24,1,0,0,0,1,0,0,0.8667,0.0667,0.0667,205,0,205,0,205,205,0,1,0,14,1,0
2019-06-09,0,0,0,2,0,66,24,0,0,0,0,0,0,0,0.6667,0,0.3333,205,0,205,0,205,205,0,0,0,14,0,0
2019-06-10,0,0,0,41,12,70,30,12,0,0,37,0.2449,0,0.7551,0.7083,0.0042,0.2875,207,0,207,0,207,207,0,49,0,14,53,2
2019-06-11,0,0,0,41,7,70,30,1,0,0,30,0.0323,0,0.9677,0.5635,0,0.4365,207,0,207,0,207,207,0,31,0,14,34,0
2019-06-12,0,0,0,40,10,68,27,3,9,0,32,0.0682,0.2045,0.7273,0.5149,0.1386,0.3465,207,0,207,0,207,207,0,44,0,14,51,3
2019-06-13,0,0,0,48,24,70,33,38,13,0,121,0.2209,0.0756,0.7035,0.6133,0.0113,0.3754,207,0,207,0,207,207,0,172,0,15,176,1
2019-06-14,0,0,0,40,12,67,34,10,0,0,47,0.1754,0,0.8246,0.6322,0,0.3678,209,0,209,0,209,209,0,57,0,15,63,1
2019-06-15,0,0,0,3,0,67,33,0,0,0,0,0,0,0,1,0,0,209,0,209,0,209,209,0,0,0,15,0,0
2019-06-16,0,0,0,4,2,67,34,0,0,0,2,0,0,1,0.6667,0,0.3333,209,0,209,0,209,209,0,2,0,15,2,0
2019-06-17,0,0,0,45,14,67,34,20,0,0,162,0.1099,0,0.8901,0.4561,0,0.5439,209,0,209,0,209,209,0,182,0,15,186,1
2019-06-18,0,0,0,49,19,67,35,23,27,0,121,0.1345,0.1579,0.7076,0.4741,0.0912,0.4347,210,0,210,0,210,210,0,171,0,16,176,0
2019-06-19,0,0,0,53,15,70,36,9,3,0,46,0.1552,0.0517,0.7931,0.7067,0.0293,0.2639,211,0,211,0,211,211,0,58,0,16,67,2
2019-06-20,0,0,0,81,14,93,32,8,3,0,34,0.1778,0.0667,0.7556,0.7678,0.0217,0.2105,210,0,210,0,210,210,0,45,0,16,48,3
2019-06-21,0,0,0,44,8,96,30,2,4,0,19,0.08,0.16,0.76,0.6618,0.0882,0.25,211,0,211,0,211,211,0,25,0,17,26,1
2019-06-22,0,0,0,6,1,96,30,1,0,0,0,1,0,0,0.8182,0.1818,0,211,0,211,0,211,211,0,1,0,17,1,0
2019-06-23,0,0,0,12,1,97,29,1,0,0,0,1,0,0,1,0,0,211,0,211,0,211,211,0,1,0,17,1,0
2019-06-24,0,0,0,51,17,101,30,10,3,0,104,0.0855,0.0256,0.8889,0.467,0.0203,0.5127,211,0,211,0,211,211,0,117,0,17,125,1
2019-06-25,0,0,0,60,15,103,32,7,18,0,59,0.0833,0.2143,0.7024,0.5787,0.0927,0.3287,211,0,211,0,211,211,0,84,0,17,89,2
2019-06-26,0,0,0,42,18,103,31,11,11,0,82,0.1058,0.1058,0.7885,0.3874,0.1159,0.4967,214,0,214,0,214,214,0,104,0,17,104,0
2019-06-27,0,0,0,49,14,80,29,12,16,0,46,0.1622,0.2162,0.6216,0.5417,0.1597,0.2986,214,0,214,0,214,214,0,74,0,17,81,5
2019-06-28,0,0,0,52,19,80,35,18,2,0,58,0.2308,0.0256,0.7436,0.6527,0.0096,0.3376,214,0,214,0,214,214,0,78,0,17,80,0
2019-06-29,0,0,0,9,1,80,35,0,1,0,0,0,1,0,0.75,0.25,0,214,0,214,0,214,214,0,1,0,17,3,1
2019-06-30,0,0,0,2,0,79,35,0,0,0,0,0,0,0,0.75,0.25,0,214,0,214,0,214,214,0,0,0,17,0,0
2019-07-01,0,0,0,41,10,78,35,8,0,0,59,0.1194,0,0.8806,0.5654,0,0.4346,215,0,215,0,215,215,0,67,0,17,70,1
2019-07-02,0,0,0,35,9,76,38,5,0,0,24,0.1724,0,0.8276,0.6174,0.0174,0.3652,217,0,217,0,217,217,0,29,0,17,30,0
2019-07-04,0,0,0,6,1,78,35,1,0,0,0,1,0,0,1,0,0,219,0,219,0,219,219,0,1,0,17,1,0
2019-07-05,0,0,0,8,2,66,25,0,0,0,7,0,0,1,0.16,0,0.84,219,0,219,0,219,219,0,7,0,17,7,0
2019-07-06,0,0,0,0,0,66,24,0,0,0,0,0,0,0,0,0,0,219,0,219,0,219,219,0,0,0,17,0,0
2019-07-07,0,0,0,3,2,67,25,0,0,0,3,0,0,1,0.375,0,0.625,219,0,219,0,219,219,0,3,0,17,3,0
2019-07-08,0,0,0,48,15,74,28,7,0,0,52,0.1186,0,0.8814,0.636,0.004,0.36,220,0,220,0,220,220,0,59,0,17,62,2
2019-07-09,0,0,0,51,14,70,29,5,7,0,77,0.0562,0.0787,0.8652,0.4941,0.0529,0.4529,222,0,222,0,222,222,0,89,0,17,98,4
2019-07-10,0,0,0,53,16,66,30,16,7,0,41,0.25,0.1094,0.6406,0.7207,0.0475,0.2318,222,0,222,0,222,222,0,64,0,17,68,1
2019-07-11,0,0,0,54,16,72,33,17,3,0,98,0.1441,0.0254,0.8305,0.5864,0.025,0.3886,222,0,222,0,222,222,0,118,0,17,123,4
2019-07-12,0,0,0,50,14,73,36,20,6,0,48,0.2703,0.0811,0.6486,0.6919,0.0407,0.2674,223,0,223,0,223,223,0,74,0,17,86,8
2019-07-13,0,0,0,8,2,73,36,0,0,0,8,0,0,1,0.4583,0,0.5417,223,0,223,0,223,223,0,8,0,17,9,1
2019-07-14,0,0,0,0,0,72,36,0,0,0,0,0,0,0,0,0,0,223,0,223,0,223,223,0,0,0,17,0,0
2019-07-15,0,0,0,52,12,77,35,3,0,0,63,0.0455,0,0.9545,0.5226,0,0.4774,223,0,223,0,223,223,0,66,0,17,69,3
2019-07-16,0,0,0,48,23,79,39,10,0,0,160,0.0588,0,0.9412,0.3093,0.0026,0.6881,224,0,224,0,224,224,0,170,0,17,171,0
2019-07-17,0,0,0,55,21,79,38,21,1,0,108,0.1615,0.0077,0.8308,0.4509,0.0186,0.5305,224,0,224,0,224,224,0,130,0,17,136,2
2019-07-18,0,0,0,51,18,77,37,20,4,0,104,0.1563,0.0313,0.8125,0.4759,0.0127,0.5114,224,0,224,0,224,224,0,128,0,17,131,2
2019-07-19,0,0,0,45,11,76,37,10,0,0,82,0.1087,0,0.8913,0.4364,0,0.5636,225,0,225,0,225,225,0,92,0,17,96,0
2019-07-20,0,0,0,11,4,75,36,1,0,0,13,0.0714,0,0.9286,0.3429,0,0.6571,225,0,225,0,225,225,0,14,0,17,14,0
2019-07-21,0,0,0,6,1,76,36,0,0,0,2,0,0,1,0.5833,0,0.4167,225,0,225,0,225,225,0,2,0,17,2,0
2019-07-22,0,0,0,54,15,80,37,9,0,0,45,0.1667,0,0.8333,0.6944,0,0.3056,226,0,226,0,226,226,0,54,0,17,59,3
2019-07-23,0,0,0,57,18,88,41,11,0,0,92,0.1068,0,0.8932,0.5244,0,0.4756,227,0,227,0,227,227,0,103,0,17,104,0
2019-07-24,0,0,0,37,11,88,37,9,0,0,22,0.2903,0,0.7097,0.6555,0,0.3445,227,0,227,0,227,227,0,31,0,17,33,0
2019-07-25,0,0,0,60,20,85,38,29,3,0,72,0.2788,0.0288,0.6923,0.665,0.0122,0.3227,227,0,227,0,227,227,0,104,0,17,108,3
2019-07-26,0,0,0,56,13,82,42,8,9,0,17,0.2353,0.2647,0.5,0.7821,0.1051,0.1128,227,0,227,0,227,227,0,34,0,17,39,2
2019-07-27,0,0,0,9,0,82,41,0,0,0,0,0,0,0,0.75,0.1667,0.0833,227,0,227,0,227,227,0,0,0,17,0,0
2019-07-28,0,0,0,4,0,82,41,0,0,0,0,0,0,0,0.5,0.3333,0.1667,227,0,227,0,227,227,0,0,0,17,0,0
2019-07-29,0,0,0,50,7,81,37,2,0,0,37,0.0513,0,0.9487,0.6727,0.0182,0.3091,228,0,228,0,228,228,0,39,0,17,40,1
2019-07-30,0,0,0,52,14,79,33,5,20,0,92,0.0427,0.1709,0.7863,0.3937,0.1552,0.4511,229,0,229,0,229,229,0,117,0,17,120,1
2019-07-31,0,0,0,43,12,83,32,4,1,0,25,0.1333,0.0333,0.8333,0.5987,0.0329,0.3684,229,0,229,0,229,229,0,30,0,17,32,0
2019-08-01,0,0,0,50,12,83,28,7,0,0,56,0.1111,0,0.8889,0.552,0.008,0.44,230,0,230,0,230,230,0,63,0,17,71,5
2019-08-02,0,0,0,54,18,86,32,30,6,0,121,0.1911,0.0382,0.7707,0.537,0.0493,0.4137,232,0,232,0,232,232,0,157,0,17,165,2
2019-08-03,0,0,0,24,2,85,32,0,0,0,3,0,0,1,0.8,0,0.2,232,0,232,0,232,232,0,3,0,17,4,1
2019-08-04,0,0,0,9,1,86,33,1,0,0,0,1,0,0,1,0,0,232,0,232,0,232,232,0,1,0,17,1,0
2019-08-05,0,0,0,59,17,94,37,2,0,0,136,0.0145,0,0.9855,0.419,0,0.581,232,0,232,0,232,232,0,138,0,17,142,2
2019-08-06,0,0,0,66,12,95,35,3,0,0,117,0.025,0,0.975,0.3811,0,0.6189,232,0,232,0,232,232,0,120,0,17,120,0
2019-08-07,0,0,0,51,11,91,35,5,0,0,37,0.119,0,0.881,0.5799,0,0.4201,232,0,232,0,232,232,0,42,0,17,43,0
2019-08-08,0,0,0,62,19,93,42,20,0,0,112,0.1515,0,0.8485,0.5904,0,0.4096,235,0,234,0,235,234,0,132,0,17,137,2
2019-08-09,0,0,0,58,15,94,36,25,0,0,102,0.1969,0,0.8031,0.6217,0,0.3783,237,0,236,0,237,236,0,127,0,17,134,2
2019-08-10,0,0,0,9,2,93,36,0,0,0,2,0,0,1,0.6818,0,0.3182,237,0,236,0,237,236,0,2,0,17,2,0
2019-08-11,0,0,0,3,0,92,36,0,0,0,0,0,0,0,1,0,0,237,0,236,0,237,236,0,0,0,17,0,0
2019-08-12,0,0,0,59,12,95,34,4,3,0,73,0.05,0.0375,0.9125,0.5213,0.0328,0.4459,238,0,237,0,238,237,0,80,0,17,84,2
2019-08-13,0,0,0,55,10,84,34,4,0,0,62,0.0606,0,0.9394,0.519,0,0.481,238,0,237,0,238,237,0,66,0,17,71,0
2019-08-14,0,0,0,91,15,109,39,16,0,0,19,0.4571,0,0.5429,0.8927,0,0.1073,241,0,240,0,241,240,0,35,0,17,41,0
2019-08-15,0,0,0,89,14,109,33,9,0,0,46,0.1636,0,0.8364,0.6897,0.002,0.3083,241,0,240,0,241,240,7,55,0,13,316,2
2019-08-16,0,0,0,55,13,108,31,16,0,0,53,0.2319,0,0.7681,0.5833,0,0.4167,242,0,241,0,242,241,3,69,0,13,72,0
2019-08-17,0,0,0,8,1,108,31,0,0,0,1,0,0,1,0.9167,0,0.0833,242,0,241,0,242,241,0,1,0,13,1,0
2019-08-18,0,0,0,4,0,109,31,0,0,0,0,0,0,0,0.8182,0,0.1818,242,0,241,0,242,241,0,0,0,13,0,0
2019-08-19,0,0,0,59,12,113,32,9,0,0,76,0.1059,0,0.8941,0.561,0,0.439,242,0,241,0,242,241,1,85,0,13,90,2
2019-08-20,0,0,0,37,13,117,33,0,0,0,101,0,0,1,0.1987,0,0.8013,243,0,242,0,243,242,0,101,0,13,102,0
2019-08-21,0,0,0,49,15,118,33,8,0,0,175,0.0437,0,0.9563,0.2864,0,0.7136,243,0,242,0,243,242,10,183,0,13,195,0
2019-08-22,0,0,0,59,14,102,34,8,0,0,114,0.0656,0,0.9344,0.5,0,0.5,243,0,242,0,243,242,4,122,0,13,131,5
2019-08-23,0,0,0,64,14,95,32,11,0,0,144,0.071,0,0.929,0.5194,0,0.4806,243,0,242,0,243,242,3,155,0,13,161,2
2019-08-24,0,0,0,9,0,95,32,0,0,0,0,0,0,0,0.4545,0,0.5455,243,0,242,0,243,242,0,0,0,13,0,0
2019-08-25,0,0,0,3,1,94,32,0,0,0,1,0,0,1,0,0,1,243,0,242,0,243,242,0,1,0,13,1,0
2019-08-26,0,0,0,54,13,91,33,9,0,0,116,0.072,0,0.928,0.4604,0,0.5396,243,0,242,0,243,242,2,125,0,13,128,1
2019-08-27,0,0,0,65,20,92,40,18,0,0,126,0.125,0,0.875,0.5449,0,0.4551,244,0,242,0,244,242,2,144,0,13,149,2
2019-08-28,0,0,0,52,14,90,33,9,1,0,73,0.1084,0.012,0.8795,0.5149,0.0099,0.4752,245,0,242,0,245,242,3,83,0,13,88,1
2019-08-29,0,0,0,56,19,91,34,23,0,0,122,0.1586,0,0.8414,0.5553,0.0043,0.4404,245,0,243,0,245,243,2,145,0,13,149,1
2019-08-30,0,0,0,54,21,87,26,23,0,0,131,0.1494,0,0.8506,0.486,0,0.514,246,0,244,0,246,244,5,154,0,13,162,2
2019-08-31,0,0,0,16,6,86,34,0,0,0,25,0,0,1,0.1667,0,0.8333,246,0,244,0,246,244,1,25,0,13,26,0
2019-09-01,0,0,0,3,0,86,34,0,0,0,0,0,0,0,0,0,1,246,0,244,0,246,244,0,0,0,13,0,0
2019-09-02,0,0,0,11,2,84,32,0,0,0,5,0,0,1,0.4688,0,0.5313,246,0,244,0,246,244,0,5,0,13,7,1
2019-09-03,0,0,0,67,20,86,34,26,6,0,134,0.1566,0.0361,0.8072,0.5438,0.0354,0.4209,247,0,245,0,247,245,0,166,0,14,168,0
2019-09-04,0,0,0,60,21,88,38,16,2,0,214,0.069,0.0086,0.9224,0.3821,0.0179,0.6,250,0,246,0,250,246,5,232,0,14,240,1
2019-09-05,0,0,0,67,25,92,43,26,3,0,81,0.2364,0.0273,0.7364,0.6017,0.0254,0.3729,251,0,248,0,251,248,0,110,0,14,119,3
2019-09-06,0,0,0,71,21,94,41,9,28,0,89,0.0714,0.2222,0.7063,0.4737,0.1798,0.3465,253,0,250,0,253,250,1,126,0,14,131,1
2019-09-07,0,0,0,16,2,95,41,0,0,0,23,0,0,1,0.2985,0.0149,0.6866,253,0,250,0,253,250,0,23,0,14,23,0
2019-09-08,0,0,0,3,0,95,41,0,0,0,0,0,0,0,0.8,0,0.2,253,0,250,0,253,250,0,0,0,14,0,0
2019-09-09,0,0,0,73,16,96,43,5,6,0,168,0.0279,0.0335,0.9385,0.3757,0.0443,0.58,253,0,251,0,253,251,1,179,0,14,187,2
2019-09-10,0,0,0,68,25,99,48,45,0,0,140,0.2432,0,0.7568,0.6889,0.0012,0.3099,254,0,252,0,254,252,3,185,0,14,190,0
2019-09-11,0,0,0,71,14,104,47,19,11,0,122,0.125,0.0724,0.8026,0.5634,0.0428,0.3938,256,0,253,0,256,253,2,152,0,14,162,2
2019-09-12,0,0,0,66,18,103,40,29,0,0,65,0.3085,0,0.6915,0.683,0,0.317,256,0,253,0,256,253,1,94,0,14,97,1
2019-09-13,0,0,0,57,17,99,40,18,0,0,189,0.087,0,0.913,0.3452,0,0.6548,256,0,253,0,256,253,3,207,0,14,214,2
2019-09-14,0,0,0,11,3,99,40,2,0,0,1,0.6667,0,0.3333,0.8,0,0.2,256,0,253,0,256,253,0,3,0,14,3,0
2019-09-15,0,0,0,3,2,98,40,0,0,0,4,0,0,1,0.2222,0,0.7778,256,0,253,0,256,253,0,4,0,14,4,0
2019-09-16,0,0,0,62,14,98,40,17,4,0,66,0.1954,0.046,0.7586,0.6423,0.031,0.3268,256,0,253,0,256,253,0,87,0,15,88,1
2019-09-17,0,0,0,58,11,97,33,17,0,0,76,0.1828,0,0.8172,0.6354,0.0078,0.3568,257,0,255,0,257,255,1,93,0,15,96,0
2019-09-18,0,0,0,62,17,88,31,27,0,0,73,0.27,0,0.73,0.6406,0.0104,0.349,257,0,255,0,257,255,4,100,0,15,109,2
2019-09-19,0,0,0,59,21,89,33,31,0,0,365,0.0783,0,0.9217,0.2918,0,0.7082,258,0,255,0,258,255,2,396,0,15,407,9
2019-09-20,0,0,0,51,16,90,34,4,0,0,55,0.0678,0,0.9322,0.4537,0,0.5463,260,0,258,0,260,258,4,59,0,15,68,0
2019-09-21,0,0,0,12,3,90,34,1,0,0,4,0.2,0,0.8,0.4444,0,0.5556,260,0,258,0,260,258,0,5,0,15,5,0
2019-09-22,0,0,0,3,2,90,34,0,0,0,2,0,0,1,0,0,1,260,0,258,0,260,258,0,2,0,15,2,0
2019-09-23,0,0,0,57,14,89,32,11,6,0,129,0.0753,0.0411,0.8836,0.47,0.0472,0.4828,262,0,259,0,262,259,2,146,0,15,154,2
2019-09-24,0,0,0,64,15,90,36,39,14,0,58,0.3514,0.1261,0.5225,0.6659,0.088,0.246,264,0,262,0,264,262,2,111,0,15,117,0
2019-09-25,0,0,0,65,24,93,40,22,3,0,307,0.0663,0.009,0.9247,0.3318,0.0189,0.6494,264,0,262,0,264,262,1,332,0,15,337,0
2019-09-26,0,0,0,58,21,92,36,5,9,0,121,0.037,0.0667,0.8963,0.4093,0.0588,0.5319,264,0,262,0,264,262,3,135,0,15,141,3
2019-09-27,0,0,0,64,20,89,40,19,0,0,344,0.0523,0,0.9477,0.2869,0,0.7131,264,0,262,0,264,262,15,363,0,14,384,0
2019-09-28,0,0,0,16,6,90,40,6,0,0,79,0.0706,0,0.9294,0.1509,0,0.8491,264,0,262,0,264,262,0,85,0,14,85,0
2019-09-29,0,0,0,4,1,91,41,0,0,0,2,0,0,1,0.4286,0,0.5714,264,0,262,0,264,262,0,2,0,14,2,0
2019-09-30,0,0,0,60,18,92,41,6,4,0,72,0.0732,0.0488,0.878,0.5517,0.0313,0.4169,264,0,262,0,264,262,2,82,0,14,85,1
2019-10-01,0,0,0,66,23,96,46,12,0,0,301,0.0383,0,0.9617,0.2255,0.0015,0.773,266,0,264,0,266,264,1,313,0,14,317,0
2019-10-02,0,0,0,58,19,94,44,16,2,0,145,0.0982,0.0123,0.8896,0.3888,0.0151,0.5961,266,0,264,0,266,264,1,163,0,14,170,3
2019-10-03,0,0,0,56,20,94,43,23,17,0,56,0.2396,0.1771,0.5833,0.6237,0.1132,0.2632,266,0,264,0,266,264,0,96,0,14,98,0
2019-10-04,0,0,0,65,24,98,45,42,17,0,353,0.1019,0.0413,0.8568,0.3618,0.0367,0.6015,266,0,264,0,266,264,4,412,0,14,423,2
2019-10-05,0,0,0,22,6,98,45,2,1,0,9,0.1667,0.0833,0.75,0.5745,0.0426,0.383,266,0,264,0,266,264,0,12,0,14,12,0
2019-10-06,0,0,0,7,0,99,44,0,0,0,0,0,0,0,0.8182,0.0909,0.0909,266,0,264,0,266,264,0,0,0,14,0,0
2019-10-07,0,0,0,67,16,102,45,19,19,0,32,0.2714,0.2714,0.4571,0.7566,0.0988,0.1446,269,0,267,0,269,267,2,70,0,14,78,2
2019-10-08,0,0,0,74,24,103,45,20,34,0,225,0.0717,0.1219,0.8065,0.3049,0.0995,0.5956,273,0,271,0,273,271,1,279,0,14,286,0
2019-10-09,0,0,0,68,24,98,43,20,39,0,234,0.0683,0.1331,0.7986,0.3568,0.1146,0.5286,273,0,271,0,273,271,4,293,0,14,299,0
2019-10-10,0,0,0,51,16,97,40,7,4,0,136,0.0476,0.0272,0.9252,0.3342,0.0418,0.6241,275,0,271,0,275,271,2,147,0,14,155,3
2019-10-11,0,0,0,69,21,99,42,31,2,0,162,0.159,0.0103,0.8308,0.5329,0.012,0.4551,276,0,273,0,276,273,4,195,0,14,202,0
2019-10-12,0,0,0,8,1,98,42,0,0,0,3,0,0,1,0.4444,0.2222,0.3333,276,0,273,0,276,273,0,3,0,14,5,0
2019-10-13,0,0,0,11,2,97,43,3,0,0,0,1,0,0,0.7586,0.1724,0.069,276,0,273,0,276,273,0,3,0,14,3,0
2019-10-14,0,0,0,70,19,102,43,9,16,0,104,0.0698,0.124,0.8062,0.5225,0.0922,0.3852,278,0,275,0,278,275,1,129,0,14,135,1
2019-10-15,0,0,0,78,21,106,46,17,56,0,210,0.0601,0.1979,0.742,0.3363,0.1878,0.4759,279,0,276,0,279,276,7,283,0,14,295,1
2019-10-16,0,0,0,72,23,110,43,23,24,0,181,0.1009,0.1053,0.7939,0.43,0.1004,0.4696,279,0,276,0,279,276,3,228,0,14,236,0
2019-10-17,0,0,0,81,20,115,45,37,1,0,113,0.245,0.0066,0.7483,0.6882,0.0094,0.3024,280,0,277,0,280,277,5,151,0,14,161,2
2019-10-18,0,0,0,61,15,112,41,20,0,0,190,0.0952,0,0.9048,0.3693,0.0017,0.6289,280,0,277,0,280,277,1,210,0,14,217,3
2019-10-19,0,0,0,9,0,112,41,0,0,0,0,0,0,0,0.5556,0,0.4444,286,0,277,0,286,277,0,0,0,14,6,0
2019-10-20,0,0,0,6,0,112,41,0,0,0,0,0,0,0,0.7059,0,0.2941,286,0,277,0,286,277,0,0,0,14,0,0
2019-10-21,0,0,0,79,19,114,46,28,1,0,50,0.3544,0.0127,0.6329,0.8028,0.0079,0.1893,286,0,277,0,286,277,1,79,0,14,91,8
2019-10-22,0,0,0,79,21,115,50,19,0,0,201,0.0864,0,0.9136,0.4533,0.0014,0.5453,289,0,280,0,289,280,6,220,0,14,235,4
2019-10-23,0,0,0,89,22,119,48,14,0,0,252,0.0526,0,0.9474,0.4247,0.0012,0.5741,292,0,283,0,292,283,4,266,0,14,278,0
2019-10-24,0,0,0,62,16,117,44,29,0,0,120,0.1946,0,0.8054,0.5124,0,0.4876,292,0,283,0,292,283,1,149,0,14,156,1
2019-10-25,0,0,0,76,11,113,41,10,4,0,126,0.0714,0.0286,0.9,0.5277,0.0435,0.4289,292,0,283,0,292,283,1,140,0,14,144,0
2019-10-26,0,0,0,18,4,112,42,1,0,0,7,0.125,0,0.875,0.6667,0,0.3333,292,0,283,0,292,283,0,8,0,14,8,0
2019-10-27,0,0,0,5,0,113,42,0,0,0,0,0,0,0,0.9,0,0.1,292,0,283,0,292,283,0,0,0,14,0,0
2019-10-28,0,0,0,62,18,111,39,20,0,0,153,0.1156,0,0.8844,0.4875,0,0.5125,294,0,285,0,294,285,1,173,0,14,183,3
2019-10-29,0,0,0,80,19,114,39,35,15,0,103,0.2288,0.098,0.6732,0.6923,0.0482,0.2595,295,0,286,0,295,286,1,153,0,14,157,1
2019-10-30,0,0,0,81,24,113,39,9,4,0,176,0.0476,0.0212,0.9312,0.407,0.016,0.577,296,0,287,0,296,287,2,189,0,14,200,4
2019-10-31,0,0,0,76,18,111,40,38,43,0,107,0.2021,0.2287,0.5691,0.587,0.0944,0.3186,297,0,288,0,297,288,6,188,0,14,206,5
2019-11-01,291,291,0,71,21,111,45,38,23,0,207,0.1418,0.0858,0.7724,0.435,0.0682,0.4968,300,0,291,0,300,291,2,268,0,14,281,4
2019-11-02,291,291,0,24,6,111,45,3,0,0,5,0.375,0,0.625,0.8448,0,0.1552,300,0,291,0,300,291,2,8,0,14,11,0
2019-11-03,291,291,0,6,3,110,45,1,13,0,0,0.0714,0.9286,0,0.2258,0.6774,0.0968,300,0,291,0,300,291,0,14,0,14,14,0
2019-11-04,291,291,0,64,21,110,41,33,144,0,101,0.1187,0.518,0.3633,0.4282,0.3436,0.2282,301,0,291,0,301,291,9,278,0,14,295,3
2019-11-05,297,297,0,61,20,114,42,22,26,0,98,0.1507,0.1781,0.6712,0.3808,0.1106,0.5086,306,0,297,0,306,297,2,146,0,14,156,0
2019-11-06,298,298,0,78,27,113,42,25,19,0,91,0.1852,0.1407,0.6741,0.5727,0.1013,0.326,306,0,298,0,306,298,7,135,0,14,151,0
2019-11-07,299,299,0,88,20,113,42,21,9,0,53,0.253,0.1084,0.6386,0.7825,0.0428,0.1747,309,0,299,0,309,299,1,83,0,14,89,0
2019-11-08,300,300,0,73,15,113,45,15,0,0,278,0.0512,0,0.9488,0.3478,0.0062,0.646,309,0,300,0,309,300,2,293,0,14,303,2
2019-11-09,300,300,0,13,2,114,45,0,0,0,27,0,0,1,0.3462,0,0.6538,309,0,300,0,309,300,4,27,0,14,32,0
2019-11-10,300,300,0,2,0,115,44,0,0,0,0,0,0,0,1,0,0,309,0,300,0,309,300,0,0,0,14,0,0
2019-11-11,301,301,0,24,2,114,44,1,1,0,0,0.5,0.5,0,0.9231,0.0769,0,310,0,301,0,310,301,0,2,0,14,6,1
2019-11-12,301,301,0,66,10,112,41,2,21,0,138,0.0124,0.1304,0.8571,0.326,0.1225,0.5514,310,0,301,0,310,301,2,161,0,14,170,3
2019-11-13,301,301,0,82,14,112,33,14,29,0,70,0.1239,0.2566,0.6195,0.5435,0.189,0.2675,310,0,301,0,310,301,1,113,0,14,116,0
2019-11-14,301,301,0,72,24,106,36,15,15,0,146,0.0852,0.0852,0.8295,0.4808,0.0783,0.4409,310,0,301,0,310,301,2,176,0,14,182,4
2019-11-15,301,301,0,70,18,103,36,3,2,0,337,0.0088,0.0058,0.9854,0.2388,0.0231,0.7381,310,0,301,0,310,301,4,342,0,14,347,1
2019-11-16,301,301,0,12,2,102,36,0,0,0,4,0,0,1,0.4,0.12,0.48,310,0,301,0,310,301,0,4,0,14,4,0
2019-11-17,301,301,0,11,1,101,36,1,0,0,0,1,0,0,0.5333,0.2,0.2667,310,0,301,0,310,301,0,1,0,14,1,0
2019-11-18,302,302,0,72,13,109,39,12,1,0,84,0.1237,0.0103,0.866,0.5919,0.0176,0.3904,311,0,302,0,311,302,1,97,0,14,100,1
2019-11-19,302,302,0,69,14,113,40,2,5,0,191,0.0101,0.0253,0.9646,0.2727,0.0303,0.697,311,0,302,0,311,302,1,198,0,14,201,1
2019-11-20,303,303,0,63,19,110,42,38,2,0,163,0.1872,0.0099,0.803,0.4497,0.0235,0.5268,312,0,303,0,312,303,3,203,0,14,208,1
2019-11-21,303,303,0,83,19,115,41,36,2,0,167,0.1756,0.0098,0.8146,0.622,0.0049,0.3732,313,0,303,0,313,303,2,205,0,15,210,2
2019-11-22,303,303,0,79,19,112,41,20,7,0,135,0.1235,0.0432,0.8333,0.5816,0.0355,0.383,313,0,303,0,313,303,1,162,0,15,166,3
2019-11-23,305,305,0,32,5,115,42,10,0,0,0,1,0,0,0.973,0,0.027,315,0,305,0,315,305,1,10,0,15,13,0
2019-11-24,305,305,0,8,0,114,42,0,0,0,0,0,0,0,0.9286,0,0.0714,315,0,305,0,315,305,0,0,0,15,0,0
2019-11-25,306,306,0,67,10,113,41,6,0,0,26,0.1875,0,0.8125,0.8547,0.0112,0.1341,316,0,306,0,316,306,0,32,0,15,37,1
2019-11-26,306,306,0,71,19,112,42,4,17,0,135,0.0256,0.109,0.8654,0.4729,0.0686,0.4585,316,0,306,0,316,306,2,156,0,15,170,4
2019-11-27,305,305,0,61,10,111,36,3,11,0,46,0.05,0.1833,0.7667,0.5468,0.1124,0.3408,315,0,305,0,315,305,1,60,0,15,63,0
